customer_id,total_views,total_add_to_cart,total_purchase,view_cart_conversion,cart_purchase_conversion
870,7,6,2,85.71,33.33
871,9,0,0,0.00,0.00
872,5,1,1,20.00,100.00
873,11,5,1,45.45,20.00
874,8,5,1,62.50,20.00
875,7,3,2,42.86,66.67
876,7,0,2,0.00,0.00
877,10,1,0,10.00,0.00
878,3,2,0,66.67,0.00
879,8,3,0,37.50,0.00
880,7,3,3,42.86,100.00
881,10,2,1,20.00,50.00
882,8,7,0,87.50,0.00
883,7,2,1,28.57,50.00
884,8,1,1,12.50,100.00
885,12,1,2,8.33,200.00
886,11,1,1,9.09,100.00
887,3,3,1,100.00,33.33
888,6,2,1,33.33,50.00
889,5,4,0,80.00,0.00
890,3,7,2,233.33,28.57
891,11,6,3,54.55,50.00
892,7,1,0,14.29,0.00
893,4,4,2,100.00,50.00
894,11,7,3,63.64,42.86
895,13,0,0,0.00,0.00
896,7,5,3,71.43,60.00
897,5,4,2,80.00,50.00
898,11,2,1,18.18,50.00
899,5,4,1,80.00,25.00
900,6,6,1,100.00,16.67
901,7,3,0,42.86,0.00
902,9,2,0,22.22,0.00
903,5,8,1,160.00,12.50
904,10,3,4,30.00,133.33
905,9,2,1,22.22,50.00
906,5,3,0,60.00,0.00
907,4,3,2,75.00,66.67
908,8,5,1,62.50,20.00
909,4,2,0,50.00,0.00
910,10,4,0,40.00,0.00
911,2,2,2,100.00,100.00
912,9,2,1,22.22,50.00
913,6,4,2,66.67,50.00
914,6,3,0,50.00,0.00
915,8,4,1,50.00,25.00
916,4,4,2,100.00,50.00
917,4,4,2,100.00,50.00
918,12,5,1,41.67,20.00
919,5,3,2,60.00,66.67
920,8,4,1,50.00,25.00
921,10,3,1,30.00,33.33
922,6,7,0,116.67,0.00
923,6,3,0,50.00,0.00
924,4,4,1,100.00,25.00
925,7,4,2,57.14,50.00
926,2,3,1,150.00,33.33
927,4,5,2,125.00,40.00
928,5,2,2,40.00,100.00
929,6,8,3,133.33,37.50
930,7,1,1,14.29,100.00
931,5,2,2,40.00,100.00
932,8,2,0,25.00,0.00
933,6,5,1,83.33,20.00
934,4,3,1,75.00,33.33
935,6,6,2,100.00,33.33
936,16,3,1,18.75,33.33
937,7,1,0,14.29,0.00
938,5,2,2,40.00,100.00
939,6,4,0,66.67,0.00
940,9,4,2,44.44,50.00
941,7,3,1,42.86,33.33
942,11,4,0,36.36,0.00
943,11,5,1,45.45,20.00
944,7,4,0,57.14,0.00
945,4,7,3,175.00,42.86
946,7,2,0,28.57,0.00
947,6,5,0,83.33,0.00
948,4,4,1,100.00,25.00
949,9,5,0,55.56,0.00
950,4,3,0,75.00,0.00
951,10,4,4,40.00,100.00
952,11,3,1,27.27,33.33
953,8,2,4,25.00,200.00
954,4,3,1,75.00,33.33
955,9,2,1,22.22,50.00
956,13,5,2,38.46,40.00
957,8,3,1,37.50,33.33
958,6,7,2,116.67,28.57
959,7,5,1,71.43,20.00
960,8,3,4,37.50,133.33
961,6,5,3,83.33,60.00
962,3,4,1,133.33,25.00
963,8,3,1,37.50,33.33
964,5,4,4,80.00,100.00
965,6,3,0,50.00,0.00
966,7,1,3,14.29,300.00
967,7,6,0,85.71,0.00
968,7,3,0,42.86,0.00
969,7,3,0,42.86,0.00
970,6,5,0,83.33,0.00
971,5,0,1,0.00,0.00
972,7,3,0,42.86,0.00
973,7,1,2,14.29,200.00
974,10,2,1,20.00,50.00
975,9,5,3,55.56,60.00
976,8,8,2,100.00,25.00
977,2,1,4,50.00,400.00
978,7,7,3,100.00,42.86
979,4,5,1,125.00,20.00
980,4,2,1,50.00,50.00
981,8,2,0,25.00,0.00
982,6,8,3,133.33,37.50
983,11,5,1,45.45,20.00
984,5,4,0,80.00,0.00
985,10,6,4,60.00,66.67
986,10,2,0,20.00,0.00
987,8,4,1,50.00,25.00
988,12,2,0,16.67,0.00
989,5,5,0,100.00,0.00
990,9,3,1,33.33,33.33
991,8,5,0,62.50,0.00
992,11,4,1,36.36,25.00
993,7,5,0,71.43,0.00
994,9,4,2,44.44,50.00
995,5,3,2,60.00,66.67
996,18,7,1,38.89,14.29
997,8,7,2,87.50,28.57
998,10,1,1,10.00,100.00
999,7,3,1,42.86,33.33
1000,6,1,1,16.67,100.00
1001,3,6,3,200.00,50.00
1002,5,4,1,80.00,25.00
1003,7,4,0,57.14,0.00
1004,7,5,0,71.43,0.00
1005,8,5,2,62.50,40.00
1006,12,3,0,25.00,0.00
1007,10,2,1,20.00,50.00
1008,5,7,1,140.00,14.29
1009,2,6,0,300.00,0.00
1010,9,6,4,66.67,66.67
1011,6,4,0,66.67,0.00
1012,4,5,0,125.00,0.00
1013,9,4,1,44.44,25.00
1014,5,5,1,100.00,20.00
1015,4,2,1,50.00,50.00
1016,12,3,2,25.00,66.67
1017,7,1,1,14.29,100.00
1018,5,2,2,40.00,100.00
1019,4,4,1,100.00,25.00
1020,11,5,2,45.45,40.00
1021,2,3,2,150.00,66.67
1022,6,3,0,50.00,0.00
1023,4,1,0,25.00,0.00
1024,9,2,0,22.22,0.00
1025,10,1,0,10.00,0.00
1026,7,2,1,28.57,50.00
1027,11,4,0,36.36,0.00
1028,11,4,1,36.36,25.00
1029,3,6,0,200.00,0.00
1030,5,1,1,20.00,100.00
1031,8,4,1,50.00,25.00
1032,8,5,4,62.50,80.00
1033,8,5,2,62.50,40.00
1034,10,1,3,10.00,300.00
1035,12,6,1,50.00,16.67
1036,12,2,1,16.67,50.00
1037,3,3,2,100.00,66.67
1038,5,3,2,60.00,66.67
1039,6,5,3,83.33,60.00
1040,10,2,0,20.00,0.00
1041,8,1,0,12.50,0.00
1042,12,2,1,16.67,50.00
1043,7,3,2,42.86,66.67
1044,9,6,3,66.67,50.00
1045,4,1,1,25.00,100.00
1046,4,3,2,75.00,66.67
1047,7,3,3,42.86,100.00
1048,7,2,2,28.57,100.00
1049,6,4,0,66.67,0.00
1050,12,5,1,41.67,20.00
1051,4,3,1,75.00,33.33
1052,8,6,3,75.00,50.00
1053,7,4,1,57.14,25.00
1054,5,4,6,80.00,150.00
1055,6,3,1,50.00,33.33
1056,6,0,2,0.00,0.00
1057,5,6,1,120.00,16.67
1058,4,3,2,75.00,66.67
1059,6,4,1,66.67,25.00
1060,12,3,1,25.00,33.33
1061,3,3,2,100.00,66.67
1062,8,2,2,25.00,100.00
1063,12,3,1,25.00,33.33
1064,8,2,0,25.00,0.00
1065,10,0,3,0.00,0.00
1066,6,1,1,16.67,100.00
1067,4,6,2,150.00,33.33
1068,12,4,1,33.33,25.00
1069,4,6,0,150.00,0.00
1070,5,3,2,60.00,66.67
1071,5,2,1,40.00,50.00
1072,8,6,2,75.00,33.33
1073,9,2,1,22.22,50.00
1074,9,6,1,66.67,16.67
1075,5,4,4,80.00,100.00
1076,7,4,2,57.14,50.00
1077,11,2,1,18.18,50.00
1078,10,4,1,40.00,25.00
1079,12,6,0,50.00,0.00
1080,2,1,0,50.00,0.00
1081,5,5,0,100.00,0.00
1082,5,6,1,120.00,16.67
1083,7,0,3,0.00,0.00
1084,5,2,1,40.00,50.00
1085,9,2,2,22.22,100.00
1086,11,3,1,27.27,33.33
1087,1,4,2,400.00,50.00
1088,7,5,0,71.43,0.00
1089,4,3,3,75.00,100.00
1090,3,3,0,100.00,0.00
1091,5,0,0,0.00,0.00
1092,7,4,0,57.14,0.00
1093,4,5,2,125.00,40.00
1094,3,4,2,133.33,50.00
1095,9,5,2,55.56,40.00
1096,8,4,1,50.00,25.00
1097,4,5,3,125.00,60.00
1098,5,1,1,20.00,100.00
1099,7,2,2,28.57,100.00
1100,6,2,1,33.33,50.00
1101,9,4,0,44.44,0.00
1102,11,3,1,27.27,33.33
1103,9,2,1,22.22,50.00
1104,9,9,0,100.00,0.00
1105,5,3,1,60.00,33.33
1106,13,4,1,30.77,25.00
1107,9,6,1,66.67,16.67
1108,4,5,0,125.00,0.00
1109,6,5,2,83.33,40.00
1110,8,4,1,50.00,25.00
1111,8,4,2,50.00,50.00
1112,12,3,2,25.00,66.67
1113,9,2,2,22.22,100.00
1114,10,4,1,40.00,25.00
1115,8,3,2,37.50,66.67
1116,5,4,0,80.00,0.00
1117,5,6,0,120.00,0.00
1118,7,6,0,85.71,0.00
1119,6,6,2,100.00,33.33
1120,3,1,2,33.33,200.00
1121,1,1,0,100.00,0.00
1122,9,2,2,22.22,100.00
1123,10,1,3,10.00,300.00
1124,4,5,0,125.00,0.00
1125,8,8,0,100.00,0.00
1126,9,5,2,55.56,40.00
1127,13,2,3,15.38,150.00
1128,6,1,0,16.67,0.00
1129,7,5,1,71.43,20.00
1130,10,4,1,40.00,25.00
1131,10,3,1,30.00,33.33
1132,12,3,1,25.00,33.33
1133,8,4,0,50.00,0.00
1134,5,4,1,80.00,25.00
1135,9,4,3,44.44,75.00
1136,6,2,2,33.33,100.00
1137,10,3,0,30.00,0.00
1138,10,7,3,70.00,42.86
1139,9,5,1,55.56,20.00
1140,9,1,3,11.11,300.00
1141,3,3,2,100.00,66.67
1142,11,3,1,27.27,33.33
1143,9,2,3,22.22,150.00
1144,11,5,0,45.45,0.00
1145,4,2,0,50.00,0.00
1146,5,2,0,40.00,0.00
1147,3,2,2,66.67,100.00
1148,8,5,1,62.50,20.00
1149,13,4,1,30.77,25.00
1150,8,2,2,25.00,100.00
1151,9,2,2,22.22,100.00
1152,7,6,3,85.71,50.00
1153,4,4,0,100.00,0.00
1154,5,3,1,60.00,33.33
1155,7,6,2,85.71,33.33
1156,6,3,3,50.00,100.00
1157,5,6,0,120.00,0.00
1158,6,3,1,50.00,33.33
1159,8,6,2,75.00,33.33
1160,6,3,0,50.00,0.00
1161,9,9,0,100.00,0.00
1162,8,4,1,50.00,25.00
1163,8,3,1,37.50,33.33
1164,7,6,1,85.71,16.67
1165,7,8,1,114.29,12.50
1166,9,6,2,66.67,33.33
1167,2,2,2,100.00,100.00
1168,4,3,0,75.00,0.00
1169,13,1,2,7.69,200.00
1170,4,1,1,25.00,100.00
1171,12,6,2,50.00,33.33
1172,5,1,2,20.00,200.00
1173,4,5,0,125.00,0.00
1174,8,4,2,50.00,50.00
1175,5,3,1,60.00,33.33
1176,4,1,1,25.00,100.00
1177,8,2,1,25.00,50.00
1178,8,2,0,25.00,0.00
1179,7,4,3,57.14,75.00
1180,9,6,4,66.67,66.67
1181,3,2,1,66.67,50.00
1182,6,3,1,50.00,33.33
1183,11,4,0,36.36,0.00
1184,7,5,0,71.43,0.00
1185,5,1,0,20.00,0.00
1186,6,4,0,66.67,0.00
1187,9,2,3,22.22,150.00
1188,4,4,1,100.00,25.00
1189,8,4,1,50.00,25.00
1190,8,1,0,12.50,0.00
1191,9,4,1,44.44,25.00
1192,3,4,2,133.33,50.00
1193,7,1,2,14.29,200.00
1194,8,4,0,50.00,0.00
1195,6,3,1,50.00,33.33
1196,5,8,4,160.00,50.00
1197,9,4,0,44.44,0.00
1198,9,1,2,11.11,200.00
1199,8,4,1,50.00,25.00
1200,6,6,0,100.00,0.00
1201,10,4,0,40.00,0.00
1202,5,2,1,40.00,50.00
1203,5,1,0,20.00,0.00
1204,6,3,2,50.00,66.67
1205,3,7,2,233.33,28.57
1206,12,2,1,16.67,50.00
1207,4,6,1,150.00,16.67
1208,8,4,0,50.00,0.00
1209,9,3,2,33.33,66.67
1210,3,4,0,133.33,0.00
1211,11,1,2,9.09,200.00
1212,7,4,1,57.14,25.00
1213,8,5,3,62.50,60.00
1214,8,3,1,37.50,33.33
1215,6,6,3,100.00,50.00
1216,3,1,2,33.33,200.00
1217,9,1,0,11.11,0.00
1218,8,1,1,12.50,100.00
1219,7,6,1,85.71,16.67
1220,10,5,0,50.00,0.00
1221,7,3,1,42.86,33.33
1222,8,4,1,50.00,25.00
1223,10,3,0,30.00,0.00
1224,5,3,1,60.00,33.33
1225,5,5,2,100.00,40.00
1226,3,3,1,100.00,33.33
1227,7,3,0,42.86,0.00
1228,5,3,0,60.00,0.00
1229,9,4,1,44.44,25.00
1230,7,1,1,14.29,100.00
1231,7,2,1,28.57,50.00
1232,9,5,2,55.56,40.00
1233,7,2,0,28.57,0.00
1234,12,3,2,25.00,66.67
1235,13,5,3,38.46,60.00
1236,6,5,2,83.33,40.00
1237,7,1,0,14.29,0.00
1238,2,2,2,100.00,100.00
1239,6,1,0,16.67,0.00
1240,9,4,0,44.44,0.00
1241,4,3,1,75.00,33.33
1242,5,4,1,80.00,25.00
1243,4,1,2,25.00,200.00
1244,9,5,2,55.56,40.00
1245,7,4,1,57.14,25.00
1246,5,5,1,100.00,20.00
1247,9,3,1,33.33,33.33
1248,4,5,1,125.00,20.00
1249,9,1,2,11.11,200.00
1250,4,2,0,50.00,0.00
1251,10,1,1,10.00,100.00
1252,6,7,2,116.67,28.57
1253,3,3,0,100.00,0.00
1254,4,3,0,75.00,0.00
1255,3,3,0,100.00,0.00
1256,9,3,1,33.33,33.33
1257,6,4,0,66.67,0.00
1258,7,4,1,57.14,25.00
1259,8,4,2,50.00,50.00
1260,10,5,1,50.00,20.00
1261,5,6,2,120.00,33.33
1262,12,1,0,8.33,0.00
1263,7,2,2,28.57,100.00
1264,4,2,2,50.00,100.00
1265,4,5,0,125.00,0.00
1266,5,6,1,120.00,16.67
1267,13,5,0,38.46,0.00
1268,8,2,0,25.00,0.00
1269,5,2,1,40.00,50.00
1270,6,5,1,83.33,20.00
1271,6,2,0,33.33,0.00
1272,6,3,0,50.00,0.00
1273,12,3,1,25.00,33.33
1274,11,0,1,0.00,0.00
1275,9,2,3,22.22,150.00
1276,7,2,1,28.57,50.00
1277,5,7,0,140.00,0.00
1278,7,4,1,57.14,25.00
1279,7,8,2,114.29,25.00
1280,5,5,0,100.00,0.00
1281,6,5,2,83.33,40.00
1282,10,3,1,30.00,33.33
1283,9,4,1,44.44,25.00
1284,8,2,1,25.00,50.00
1285,7,3,0,42.86,0.00
1286,8,3,2,37.50,66.67
1287,9,6,3,66.67,50.00
1288,7,5,0,71.43,0.00
1289,4,5,2,125.00,40.00
1290,7,7,4,100.00,57.14
1291,5,6,1,120.00,16.67
1292,4,4,1,100.00,25.00
1293,6,6,1,100.00,16.67
1294,7,3,1,42.86,33.33
1295,3,2,1,66.67,50.00
1296,6,4,0,66.67,0.00
1297,14,0,1,0.00,0.00
1298,9,6,1,66.67,16.67
1299,7,2,1,28.57,50.00
1300,4,5,1,125.00,20.00
1301,4,5,0,125.00,0.00
1302,8,5,0,62.50,0.00
1303,9,3,1,33.33,33.33
1304,3,5,0,166.67,0.00
1305,11,5,0,45.45,0.00
1306,12,5,1,41.67,20.00
1307,9,1,0,11.11,0.00
1308,6,0,1,0.00,0.00
1309,7,5,0,71.43,0.00
1310,9,4,1,44.44,25.00
1311,14,4,0,28.57,0.00
1312,10,3,1,30.00,33.33
1313,6,4,1,66.67,25.00
1314,8,5,0,62.50,0.00
1315,8,5,2,62.50,40.00
1316,5,3,1,60.00,33.33
1317,8,7,1,87.50,14.29
1318,3,2,0,66.67,0.00
1319,6,4,0,66.67,0.00
1320,8,4,0,50.00,0.00
1321,7,1,1,14.29,100.00
1322,5,3,2,60.00,66.67
1323,4,5,1,125.00,20.00
1324,2,6,1,300.00,16.67
1325,8,4,2,50.00,50.00
1326,4,5,1,125.00,20.00
1327,6,4,0,66.67,0.00
1328,9,5,1,55.56,20.00
1329,8,2,1,25.00,50.00
1330,9,4,2,44.44,50.00
1331,4,5,1,125.00,20.00
1332,7,6,1,85.71,16.67
1333,5,5,0,100.00,0.00
1334,4,3,0,75.00,0.00
1335,3,5,3,166.67,60.00
1336,8,9,1,112.50,11.11
1337,13,4,0,30.77,0.00
1338,6,3,2,50.00,66.67
1339,4,1,0,25.00,0.00
1340,7,4,3,57.14,75.00
1341,5,2,1,40.00,50.00
1342,6,2,1,33.33,50.00
1343,5,4,0,80.00,0.00
1344,7,4,1,57.14,25.00
1345,8,5,2,62.50,40.00
1346,7,6,2,85.71,33.33
1347,4,7,0,175.00,0.00
1348,10,5,1,50.00,20.00
1349,7,4,3,57.14,75.00
1350,5,6,0,120.00,0.00
1351,9,4,2,44.44,50.00
1352,9,1,2,11.11,200.00
1353,9,4,0,44.44,0.00
1354,2,6,1,300.00,16.67
1355,4,5,2,125.00,40.00
1356,8,4,2,50.00,50.00
1357,13,2,0,15.38,0.00
1358,10,2,1,20.00,50.00
1359,6,7,1,116.67,14.29
1360,5,6,1,120.00,16.67
1361,7,4,0,57.14,0.00
1362,7,7,3,100.00,42.86
1363,10,2,3,20.00,150.00
1364,7,2,1,28.57,50.00
1365,10,4,0,40.00,0.00
1366,9,5,0,55.56,0.00
1367,5,3,0,60.00,0.00
1368,7,4,3,57.14,75.00
1369,3,1,3,33.33,300.00
1370,3,8,1,266.67,12.50
1371,7,2,1,28.57,50.00
1372,8,4,0,50.00,0.00
1373,10,6,1,60.00,16.67
1374,7,5,0,71.43,0.00
1375,7,3,3,42.86,100.00
1376,6,1,0,16.67,0.00
1377,8,1,1,12.50,100.00
1378,11,1,2,9.09,200.00
1379,5,6,0,120.00,0.00
1380,5,2,0,40.00,0.00
1381,6,4,0,66.67,0.00
1382,8,2,0,25.00,0.00
1383,2,4,0,200.00,0.00
1384,10,2,4,20.00,200.00
1385,9,3,3,33.33,100.00
1386,9,1,1,11.11,100.00
1387,10,3,2,30.00,66.67
1388,8,2,1,25.00,50.00
1389,6,5,0,83.33,0.00
1390,8,0,1,0.00,0.00
1391,9,2,1,22.22,50.00
1392,5,1,3,20.00,300.00
1393,3,9,3,300.00,33.33
1394,10,3,1,30.00,33.33
1395,7,2,0,28.57,0.00
1396,3,3,1,100.00,33.33
1397,9,0,3,0.00,0.00
1398,7,2,0,28.57,0.00
1399,8,7,2,87.50,28.57
1400,8,7,2,87.50,28.57
1401,7,3,2,42.86,66.67
1402,12,4,0,33.33,0.00
1403,5,8,0,160.00,0.00
1404,7,4,2,57.14,50.00
1405,4,3,1,75.00,33.33
1406,7,4,0,57.14,0.00
1407,9,4,2,44.44,50.00
1408,9,1,0,11.11,0.00
1409,7,9,0,128.57,0.00
1410,9,3,1,33.33,33.33
1411,6,1,4,16.67,400.00
1412,14,4,1,28.57,25.00
1413,6,3,1,50.00,33.33
1414,5,2,1,40.00,50.00
1415,4,3,1,75.00,33.33
1416,9,1,0,11.11,0.00
1417,4,1,2,25.00,200.00
1418,10,8,0,80.00,0.00
1419,5,8,1,160.00,12.50
1420,8,4,1,50.00,25.00
1421,7,3,1,42.86,33.33
1422,7,4,2,57.14,50.00
1423,5,6,1,120.00,16.67
1424,4,5,0,125.00,0.00
1425,7,10,0,142.86,0.00
1426,9,2,1,22.22,50.00
1427,10,4,0,40.00,0.00
1428,8,0,2,0.00,0.00
1429,4,5,0,125.00,0.00
1430,8,0,1,0.00,0.00
1431,7,7,2,100.00,28.57
1432,10,1,1,10.00,100.00
1433,8,13,1,162.50,7.69
1434,11,5,1,45.45,20.00
1435,4,2,2,50.00,100.00
1436,6,4,0,66.67,0.00
1437,7,3,1,42.86,33.33
1438,4,2,1,50.00,50.00
1439,7,4,0,57.14,0.00
1440,12,0,0,0.00,0.00
1441,13,4,3,30.77,75.00
1442,13,5,4,38.46,80.00
1443,8,6,0,75.00,0.00
1444,4,3,2,75.00,66.67
1445,12,7,0,58.33,0.00
1446,5,2,4,40.00,200.00
1447,6,3,0,50.00,0.00
1448,9,3,1,33.33,33.33
1449,12,1,3,8.33,300.00
1450,6,2,1,33.33,50.00
1451,7,4,1,57.14,25.00
1452,6,2,0,33.33,0.00
1453,5,2,0,40.00,0.00
1454,8,2,1,25.00,50.00
1455,9,6,0,66.67,0.00
1456,5,2,0,40.00,0.00
1457,5,6,1,120.00,16.67
1458,8,2,0,25.00,0.00
1459,9,1,0,11.11,0.00
1460,8,0,1,0.00,0.00
1461,5,3,2,60.00,66.67
1462,5,7,2,140.00,28.57
1463,9,3,0,33.33,0.00
1464,8,1,1,12.50,100.00
1465,6,3,1,50.00,33.33
1466,5,1,0,20.00,0.00
1467,6,5,0,83.33,0.00
1468,10,3,2,30.00,66.67
1469,3,4,1,133.33,25.00
1470,12,1,2,8.33,200.00
1471,1,5,1,500.00,20.00
1472,7,1,2,14.29,200.00
1473,9,4,1,44.44,25.00
1474,6,4,1,66.67,25.00
1475,9,3,3,33.33,100.00
1476,10,6,1,60.00,16.67
1477,9,2,2,22.22,100.00
1478,8,3,3,37.50,100.00
1479,11,7,0,63.64,0.00
1480,6,6,1,100.00,16.67
1481,7,3,0,42.86,0.00
1482,7,4,0,57.14,0.00
1483,8,5,2,62.50,40.00
1484,10,3,0,30.00,0.00
1485,7,3,0,42.86,0.00
1486,7,5,1,71.43,20.00
1487,5,4,0,80.00,0.00
1488,10,3,2,30.00,66.67
1489,6,1,0,16.67,0.00
1490,9,5,0,55.56,0.00
1491,7,6,0,85.71,0.00
1492,8,7,4,87.50,57.14
1493,7,3,1,42.86,33.33
1494,7,6,0,85.71,0.00
1495,3,2,0,66.67,0.00
1496,11,3,1,27.27,33.33
1497,8,2,0,25.00,0.00
1498,8,1,1,12.50,100.00
1499,14,1,2,7.14,200.00
1500,15,1,0,6.67,0.00
1501,13,9,3,69.23,33.33
1502,4,7,1,175.00,14.29
1503,9,4,1,44.44,25.00
1504,10,3,2,30.00,66.67
1505,5,6,0,120.00,0.00
1506,7,1,0,14.29,0.00
1507,13,4,1,30.77,25.00
1508,6,8,0,133.33,0.00
1509,9,3,0,33.33,0.00
1510,5,3,2,60.00,66.67
1511,8,4,1,50.00,25.00
1512,11,7,2,63.64,28.57
1513,9,3,0,33.33,0.00
1514,8,4,2,50.00,50.00
1515,3,5,0,166.67,0.00
1516,7,6,1,85.71,16.67
1517,12,7,0,58.33,0.00
1518,12,4,0,33.33,0.00
1519,13,5,1,38.46,20.00
1520,3,3,0,100.00,0.00
1521,4,7,1,175.00,14.29
1522,9,7,1,77.78,14.29
1523,6,2,1,33.33,50.00
1524,4,3,0,75.00,0.00
1525,10,5,0,50.00,0.00
1526,7,2,0,28.57,0.00
1527,4,7,0,175.00,0.00
1528,7,2,3,28.57,150.00
1529,7,7,1,100.00,14.29
1530,4,6,5,150.00,83.33
1531,8,3,0,37.50,0.00
1532,14,4,1,28.57,25.00
1533,8,3,2,37.50,66.67
1534,8,5,3,62.50,60.00
1535,8,6,2,75.00,33.33
1536,5,1,1,20.00,100.00
1537,8,4,3,50.00,75.00
1538,5,1,3,20.00,300.00
1539,9,8,1,88.89,12.50
1540,6,4,3,66.67,75.00
1541,7,2,2,28.57,100.00
1542,5,4,3,80.00,75.00
1543,7,5,0,71.43,0.00
1544,2,4,3,200.00,75.00
1545,7,3,1,42.86,33.33
1546,5,4,2,80.00,50.00
1547,9,4,2,44.44,50.00
1548,10,4,1,40.00,25.00
1549,8,6,2,75.00,33.33
1550,5,4,1,80.00,25.00
1551,7,6,3,85.71,50.00
1552,12,1,0,8.33,0.00
1553,8,1,2,12.50,200.00
1554,9,4,4,44.44,100.00
1555,10,5,1,50.00,20.00
1556,14,1,2,7.14,200.00
1557,4,4,1,100.00,25.00
1558,4,4,0,100.00,0.00
1559,10,2,1,20.00,50.00
1560,7,4,3,57.14,75.00
1561,7,3,0,42.86,0.00
1562,6,6,1,100.00,16.67
1563,8,3,0,37.50,0.00
1564,8,4,2,50.00,50.00
1565,12,3,2,25.00,66.67
1566,3,6,0,200.00,0.00
1567,8,4,3,50.00,75.00
1568,8,7,3,87.50,42.86
1569,7,3,3,42.86,100.00
1570,2,3,1,150.00,33.33
1571,11,3,0,27.27,0.00
1572,4,4,1,100.00,25.00
1573,5,2,1,40.00,50.00
1574,12,1,1,8.33,100.00
1575,6,3,3,50.00,100.00
1576,3,5,1,166.67,20.00
1577,3,3,1,100.00,33.33
1578,7,3,0,42.86,0.00
1579,4,2,3,50.00,150.00
1580,8,0,3,0.00,0.00
1581,2,6,2,300.00,33.33
1582,7,3,1,42.86,33.33
1583,14,9,6,64.29,66.67
1584,9,3,1,33.33,33.33
1585,4,6,2,150.00,33.33
1586,6,5,0,83.33,0.00
1587,7,2,1,28.57,50.00
1588,7,0,1,0.00,0.00
1589,6,3,2,50.00,66.67
1590,6,1,1,16.67,100.00
1591,6,5,2,83.33,40.00
1592,12,7,2,58.33,28.57
1593,9,1,0,11.11,0.00
1594,8,4,1,50.00,25.00
1595,7,3,2,42.86,66.67
1596,11,2,0,18.18,0.00
1597,10,4,1,40.00,25.00
1598,6,4,1,66.67,25.00
1599,8,3,1,37.50,33.33
1600,4,3,1,75.00,33.33
1601,9,2,1,22.22,50.00
1602,9,2,0,22.22,0.00
1603,6,3,0,50.00,0.00
1604,7,5,1,71.43,20.00
1605,7,4,3,57.14,75.00
1606,9,2,0,22.22,0.00
1607,7,1,2,14.29,200.00
1608,2,3,2,150.00,66.67
1609,4,5,3,125.00,60.00
1610,7,2,1,28.57,50.00
1611,8,6,3,75.00,50.00
1612,8,6,1,75.00,16.67
1613,4,9,1,225.00,11.11
1614,3,3,1,100.00,33.33
1615,10,2,4,20.00,200.00
1616,6,1,0,16.67,0.00
1617,9,2,0,22.22,0.00
1618,4,5,1,125.00,20.00
1619,6,9,2,150.00,22.22
1620,8,4,0,50.00,0.00
1621,6,1,3,16.67,300.00
1622,7,5,0,71.43,0.00
1623,11,4,1,36.36,25.00
1624,7,2,1,28.57,50.00
1625,10,2,2,20.00,100.00
1626,9,3,1,33.33,33.33
1627,6,6,2,100.00,33.33
1628,6,6,1,100.00,16.67
1629,2,0,0,0.00,0.00
1630,10,6,0,60.00,0.00
1631,4,3,1,75.00,33.33
1632,5,1,0,20.00,0.00
1633,4,5,2,125.00,40.00
1634,3,5,2,166.67,40.00
1635,4,3,2,75.00,66.67
1636,12,2,3,16.67,150.00
1637,5,2,0,40.00,0.00
1638,8,3,0,37.50,0.00
1639,6,5,3,83.33,60.00
1640,7,4,0,57.14,0.00
1641,10,3,1,30.00,33.33
1642,3,3,1,100.00,33.33
1643,3,5,5,166.67,100.00
1644,10,2,3,20.00,150.00
1645,11,3,2,27.27,66.67
1646,4,2,0,50.00,0.00
1647,8,4,2,50.00,50.00
1648,8,3,0,37.50,0.00
1649,8,4,2,50.00,50.00
1650,11,0,1,0.00,0.00
1651,8,5,1,62.50,20.00
1652,7,4,0,57.14,0.00
1653,8,5,0,62.50,0.00
1654,9,4,1,44.44,25.00
1655,8,5,2,62.50,40.00
1656,3,0,1,0.00,0.00
1657,7,5,0,71.43,0.00
1658,5,3,0,60.00,0.00
1659,9,2,1,22.22,50.00
1660,8,2,2,25.00,100.00
1661,4,3,0,75.00,0.00
1662,4,3,1,75.00,33.33
1663,4,4,0,100.00,0.00
1664,6,3,0,50.00,0.00
1665,6,3,2,50.00,66.67
1666,6,1,0,16.67,0.00
1667,8,2,0,25.00,0.00
1668,13,5,0,38.46,0.00
1669,7,2,0,28.57,0.00
1670,11,5,0,45.45,0.00
1671,5,2,0,40.00,0.00
1672,8,4,1,50.00,25.00
1673,12,5,1,41.67,20.00
1674,6,2,5,33.33,250.00
1675,7,3,3,42.86,100.00
1676,6,4,2,66.67,50.00
1677,8,2,0,25.00,0.00
1678,11,2,0,18.18,0.00
1679,4,2,1,50.00,50.00
1680,8,4,0,50.00,0.00
1681,6,3,2,50.00,66.67
1682,7,4,2,57.14,50.00
1683,7,2,1,28.57,50.00
1684,5,6,1,120.00,16.67
1685,8,5,0,62.50,0.00
1686,6,2,0,33.33,0.00
1687,4,3,2,75.00,66.67
1688,3,2,2,66.67,100.00
1689,5,3,0,60.00,0.00
1690,5,5,2,100.00,40.00
1691,8,3,0,37.50,0.00
1692,11,7,1,63.64,14.29
1693,9,2,1,22.22,50.00
1694,2,3,1,150.00,33.33
1695,9,1,1,11.11,100.00
1696,6,1,3,16.67,300.00
1697,4,4,0,100.00,0.00
